Agreement,Year,Part,Section,Provision Reference,Provision Text,search_text
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.6,"    to notify the applicant, Government, the Council for Yukon Indians and the affected Yukon First Nations of additions to or deletions from official enrollment lists as a result of decisions made by the arbitrator; and",eligibility enrollment notify applicant government council yukon indian affected yukon nation addition deletion official enrollment list result decision made arbitrator
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.2.7,    to carry out any other responsibilities assigned to the Enrollment Commission under this chapter.,eligibility enrollment carry responsibility assigned enrollment commission
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.3,"    Any affected Yukon First Nation, Government, and any other affected Person shall be entitled to be a party in respect of an appeal or application for judicial review under this chapter.",eligibility enrollment affected yukon government affected person shall entitled party respect appeal application judicial review
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.4,    Any decision or order of the arbitrator shall be enforceable in a like manner as an order of the Supreme Court of the Yukon.,eligibility enrollment decision order arbitrator shall enforceable like manner order supreme court yukon
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.11.5,    All decisions of the arbitrator shall be subject to judicial review in the same manner as provided in 3.7.0.,eligibility enrollment decision arbitrator shall subject judicial review manner provided
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.12.0,Public Access,eligibility enrollment public access
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 3 - Eligibility and Enrollment,,3.12.1,    Any Person may examine the official enrollment list maintained by an Enrollment Committee or Yukon First Nation during its usual business hours.,eligibility enrollment person may examine official enrollment list maintained enrollment committee yukon usual business hour
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.0,Reserves,reserve land set aside reserve
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.1,Yukon First Nation Final Agreements shall set out whether a Reserve is to be:,reserve land set aside yukon final agreement shall set whether reserve
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.1.1,"retained as a Reserve to which all the provisions of the Indian Act, R.S.C. 1985, c. I-5 shall continue to apply, unless otherwise provided in the Legislation giving effect to that Yukon First Nation's self-government agreement, and except as provided in Chapter 2 - General Provisions and Chapter 20 - Taxation; or",reserve land set aside retained reserve provision indian act rsc c shall continue apply unless otherwise provided legislation giving effect yukon nation selfgovernment agreement except provided general provision taxation
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.1.1,Specific Provision,reserve land set aside specific provision
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.1.1(a),The McQuesten Reserve #3 is retained as a Reserve in accordance with 4.1.1.1.,reserve land set aside mcquesten reserve retained reserve accordance
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.1.2,selected as Settlement Land and cease to be a Reserve.,reserve land set aside selected settlement land cease reserve
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.1.2,"Settlement Legislation shall provide that the Indian Act, R.S.C. 1985, c. I-5 shall cease to apply to any Reserve identified pursuant to 4.1.1.2 as of the Effective Date of the Yukon First Nation Final Agreement of the Yukon First Nation for which the land had been set apart as a Reserve.",reserve land set aside settlement legislation shall provide indian act rsc c shall cease apply reserve identified pursuant effective date yukon final agreement yukon land set apart reserve
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.2.0,Land Set Aside,reserve land set aside land set aside
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.2.1,"Government shall make best efforts to identify all Land Set Aside and to disclose to the Yukon First Nations before ratification of the Umbrella Final Agreement by the Yukon First Nations all information, maps and documents that Government has in its possession respecting Land Set Aside.",reserve land set aside government shall make best effort identify land set aside disclose yukon nation ratification umbrella final agreement yukon nation information map document government possession respecting land set aside
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.2.2,"Unless otherwise agreed in a Yukon First Nation Final Agreement, Yukon First Nations shall select Land Set Aside containing improvements as Settlement Land, and may select any other Land Set Aside as Settlement Land.",reserve land set aside unless otherwise agreed yukon final agreement yukon nation shall select land set aside containing improvement settlement land may select land set aside settlement land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.2.3,The reservation or notation with respect to all Land Set Aside selected pursuant to 4.2.2 shall be cancelled by the Department of Indian Affairs and Northern Development.,reserve land set aside reservation notation respect land set aside selected pursuant shall cancelled department indian affair northern development
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.2.4,"Subject to 4.2.2, reservations or notations with respect to Land Set Aside which is not selected by a Yukon First Nation shall be cancelled by the Department of Indian Affairs and Northern Development whether or not the Land Set Aside was identified under 4.2.1.",reserve land set aside subject reservation notation respect land set aside selected yukon shall cancelled department indian affair northern development whether land set aside identified
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.3.0,Selection of Additional Land,reserve land set aside selection additional land
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.3.1,"Before a final land selection is signed by the negotiators for a Yukon First Nation Final Agreement, the parties thereto shall identify:",reserve land set aside final land selection signed negotiator yukon final agreement party thereto shall identify
First Nation of Nacho Nyak Dun Final Agreement,1993,Chapter 4 - Reserves and Land Set Aside,,4.3.1.1,all Reserves which are to become Settlement Land;,reserve land set aside reserve become settlement land
